State,District,Police_Station,Area_Type,Crime_Type,Date,Population,Cases_Reported,Cases_Solved,Arrests_Made,Cases_Pending,Crime_Rate_Per_Lakh,Crime_Per_Lakh
Goa,South Goa,PS_61,Urban,Assault,2022-08-23,2174727.0,292,34.0,222,70.0,,13.426972672891816
Goa,South Goa,PS_289,Urban,Cyber Crime,2023-08-25,4996581.0,301,78.0,218,83.0,6.024119292772397,6.024119292772397
Goa,North Goa,PS_154,Urban,Cyber Crime,2022-12-11,490903.0,90,13.0,76,14.0,18.333560805291473,18.333560805291473
Goa,North Goa,PS_151,Semi-Urban,Domestic Violence,2021-09-02,3881655.0,88,,47,41.0,2.2670742247829856,
Goa,North Goa,PS_349,Urban,Assault,2024-09-03,5126236.0,359,,218,141.0,7.003189084544683,7.003189084544683
Goa,North Goa,PS_89,Semi-Urban,Burglary,2019-03-09,3550567.0,483,200.0,233,250.0,13.60346108100481,13.60346108100481
Goa,North Goa,PS_306,Semi-Urban,Rape,2017-05-16,3264247.0,419,355.0,311,108.0,,12.83603844929627
Goa,North Goa,PS_214,Urban,Cyber Crime,2021-10-31,2023737.0,267,67.0,34,233.0,,13.19341396634049
Goa,North Goa,PS_217,Urban,Rape,2018-03-16,5581432.0,612,110.0,179,433.0,10.96492799697282,10.96492799697282
Goa,North Goa,PS_290,Semi-Urban,Murder,2018-07-22,2952777.0,263,36.0,40,223.0,8.906869702656177,8.906869702656177
Goa,South Goa,PS_351,Rural,Fraud,2017-11-09,1243887.0,310,267.0,185,125.0,24.92187795193615,24.92187795193615
Goa,South Goa,PS_326,Rural,Cyber Crime,2015-11-04,5377571.0,99,65.0,34,65.0,1.8409798773461103,1.8409798773461103
Goa,South Goa,PS_24,Semi-Urban,Fraud,2022-09-01,2972587.0,16,6.0,10,,0.5382516979318015,0.5382516979318015
Goa,South Goa,PS_4,Rural,Burglary,2016-02-05,6759964.0,69,69.0,62,7.0,1.0207154949345885,1.0207154949345885
Goa,North Goa,PS_388,Rural,Murder,2018-03-06,3819026.0,71,24.0,39,32.0,1.8591127685436024,1.8591127685436024
Goa,North Goa,PS_103,Urban,Robbery,2017-11-05,6449969.0,505,182.0,78,427.0,7.829494994472067,7.829494994472067
Goa,South Goa,PS_76,Semi-Urban,Robbery,2018-06-22,6172171.0,695,433.0,401,294.0,11.260219459246997,
Goa,South Goa,PS_1,Rural,Assault,2023-06-03,3256902.0,681,24.0,492,189.0,20.909440934974402,20.909440934974402
Goa,North Goa,PS_273,Urban,Domestic Violence,2024-08-03,706855.0,500,343.0,226,274.0,70.73586520573527,70.73586520573527
Goa,South Goa,PS_355,Urban,Burglary,2018-05-06,5039674.0,545,461.0,449,96.0,10.814191552866317,
Goa,North Goa,PS_363,Rural,Kidnapping,2016-03-06,1673876.0,710,328.0,683,27.0,42.41652308773171,
Goa,North Goa,PS_129,Urban,Cyber Crime,2019-12-19,,59,11.0,18,41.0,,
Goa,South Goa,PS_300,Semi-Urban,Burglary,2024-06-05,6264252.0,785,342.0,151,634.0,12.53142434244344,12.53142434244344
Goa,North Goa,PS_321,Urban,Cyber Crime,2020-04-24,,234,16.0,29,205.0,18.483251725300963,18.483251725300963
Goa,South Goa,PS_219,Rural,Fraud,2020-01-12,4918477.0,387,274.0,53,334.0,7.868289309881901,
Goa,South Goa,PS_67,Rural,Cyber Crime,2020-06-25,4937206.0,31,,24,7.0,0.6278854882700864,0.6278854882700864
Goa,South Goa,PS_13,Semi-Urban,Domestic Violence,2022-01-08,6782855.0,336,6.0,285,51.0,4.9536662659013055,4.9536662659013055
Goa,North Goa,PS_195,Urban,Kidnapping,2019-02-21,731830.0,107,53.0,103,4.0,14.620881898801635,14.620881898801635
Goa,North Goa,PS_121,Urban,Fraud,2023-11-13,6587407.0,518,342.0,22,496.0,7.863488623065192,7.863488623065192
Goa,South Goa,PS_388,Urban,Cyber Crime,2019-02-25,5829592.0,677,562.0,557,120.0,11.613162636424642,11.613162636424642
Goa,North Goa,PS_209,Semi-Urban,Burglary,2024-05-02,3521175.0,657,77.0,35,622.0,18.65854437794202,18.65854437794202
Goa,North Goa,PS_97,Semi-Urban,Rape,2021-05-22,2913303.0,708,575.0,528,,24.30231252979865,
Goa,North Goa,PS_377,Rural,Cyber Crime,2018-07-03,5831089.0,695,557.0,591,104.0,11.918871414927812,
Goa,North Goa,PS_259,Rural,Domestic Violence,2023-11-03,3744957.0,304,140.0,94,210.0,,8.117583192544
Goa,North Goa,PS_306,Semi-Urban,Murder,2018-04-13,2831532.0,280,198.0,26,254.0,9.888639789343719,
Goa,South Goa,PS_386,Rural,Domestic Violence,2016-01-22,5642383.0,536,,421,115.0,9.49953237842947,
Goa,South Goa,PS_205,Urban,Assault,2020-03-26,504738.0,613,501.0,613,0.0,,121.44914787473897
Goa,North Goa,PS_316,Urban,Kidnapping,2015-08-30,2957522.0,181,4.0,117,64.0,6.119988287492029,6.119988287492029
Goa,North Goa,PS_135,Semi-Urban,Murder,2024-03-25,2149431.0,2,,1,1.0,0.09304788104386696,
Goa,South Goa,PS_230,Urban,Kidnapping,2023-12-16,3407779.0,232,204.0,129,103.0,6.807953215275991,6.807953215275991
Goa,South Goa,PS_81,Semi-Urban,Robbery,2020-10-24,3033389.0,144,30.0,108,,4.747165628938458,4.747165628938458
Goa,South Goa,PS_227,Semi-Urban,Kidnapping,2022-10-13,3809159.0,722,,653,69.0,18.95431511260097,18.95431511260097
Goa,North Goa,PS_334,Urban,Assault,2024-10-28,2347835.0,250,111.0,2,248.0,10.64810772477623,10.64810772477623
Goa,North Goa,PS_5,Semi-Urban,Domestic Violence,2022-02-01,2152586.0,150,13.0,77,73.0,,6.968362704207869
Goa,South Goa,PS_228,Urban,Burglary,2021-01-11,4272049.0,712,178.0,292,420.0,16.666475501568453,16.666475501568453
Goa,South Goa,PS_295,Urban,Burglary,2022-08-14,2901617.0,502,375.0,41,461.0,17.300698196901934,17.300698196901934
Goa,South Goa,PS_97,Urban,Domestic Violence,2023-10-27,1748098.0,275,69.0,0,275.0,,
Goa,North Goa,PS_238,Rural,Kidnapping,2021-05-19,1179527.0,590,318.0,515,75.0,50.02005041003724,50.02005041003724
Goa,South Goa,PS_62,Semi-Urban,Robbery,2018-03-21,2039107.0,134,52.0,11,123.0,6.5715040946845855,6.5715040946845855
Goa,North Goa,PS_4,Semi-Urban,Theft,2019-05-28,877191.0,464,243.0,58,406.0,52.89611954523017,
Goa,South Goa,PS_335,Rural,Rape,2015-07-26,5458621.0,171,132.0,63,108.0,3.1326593291602403,3.1326593291602403
Goa,North Goa,PS_132,Semi-Urban,Burglary,2024-08-19,1513726.0,53,43.0,0,53.0,3.501294157595232,3.501294157595232
Goa,North Goa,PS_106,Urban,Kidnapping,2017-10-22,3558655.0,350,,285,65.0,9.835176492242153,9.835176492242153
Goa,South Goa,PS_72,Semi-Urban,Assault,2017-11-03,6701835.0,145,56.0,22,123.0,2.1635865401043146,2.1635865401043146
Goa,North Goa,PS_340,Urban,Rape,2019-01-15,5204860.0,699,605.0,312,387.0,13.42975603570509,13.42975603570509
Goa,South Goa,PS_226,Rural,Murder,2015-09-20,3404733.0,647,89.0,227,420.0,19.00295852861296,19.00295852861296
Goa,South Goa,PS_349,Semi-Urban,Burglary,2015-11-18,5129676.0,424,68.0,358,66.0,8.26562925221788,8.26562925221788
Goa,South Goa,PS_312,Urban,Murder,2019-09-10,3309925.0,241,195.0,30,211.0,,
Goa,North Goa,PS_310,Urban,Domestic Violence,2021-09-18,863419.0,763,438.0,495,268.0,,88.36960965649354
Goa,South Goa,PS_194,Rural,Kidnapping,2018-04-18,1735144.0,506,78.0,160,346.0,29.161844780606106,29.161844780606106
Goa,South Goa,PS_73,Semi-Urban,Cyber Crime,2020-07-13,5661274.0,515,461.0,67,448.0,9.096892324943113,
Goa,North Goa,PS_330,Urban,Fraud,2017-06-16,2759359.0,522,142.0,110,412.0,18.91743698445907,
Goa,North Goa,PS_37,Urban,Theft,2021-06-04,2999660.0,372,,300,72.0,12.401405492622498,12.401405492622498
Goa,North Goa,PS_261,Rural,Assault,2021-07-13,4369135.0,485,,218,267.0,11.100595426783562,11.100595426783562
Goa,South Goa,PS_198,Rural,Murder,2019-04-06,1460455.0,416,132.0,218,198.0,28.48427373660948,28.48427373660948
Goa,South Goa,PS_9,Urban,Kidnapping,2018-12-31,1068642.0,290,46.0,279,11.0,27.137245214019288,27.137245214019288
Goa,South Goa,PS_143,Semi-Urban,Fraud,2021-04-06,2815787.0,463,88.0,396,,16.443005099462425,16.443005099462425
Goa,South Goa,PS_239,Rural,Cyber Crime,2016-11-06,4652837.0,140,70.0,110,30.0,3.0089169253081507,3.0089169253081507
Goa,North Goa,PS_396,Urban,Kidnapping,2017-03-03,,218,211.0,98,120.0,,3.966841571626238
Goa,North Goa,PS_331,Semi-Urban,Assault,2021-09-20,213524.0,603,107.0,269,334.0,,282.40385155767035
Goa,South Goa,PS_8,Urban,Domestic Violence,2018-11-17,6788860.0,657,,612,45.0,9.677618922764648,9.677618922764648
Goa,South Goa,PS_43,Semi-Urban,Robbery,2024-01-27,5175729.0,185,46.0,50,,3.5743757063014696,
Goa,North Goa,PS_274,Semi-Urban,Kidnapping,2022-11-15,415049.0,148,124.0,7,141.0,35.65844032873227,
Goa,South Goa,PS_34,Semi-Urban,Burglary,2022-09-13,789390.0,93,7.0,55,38.0,11.78124881237411,11.78124881237411
Goa,North Goa,PS_206,Semi-Urban,Murder,2016-04-27,6614054.0,510,416.0,206,304.0,7.710853283024299,7.710853283024299
Goa,North Goa,PS_91,Rural,Robbery,2023-12-27,3871963.0,503,234.0,72,431.0,12.990826616886576,12.990826616886576
Goa,South Goa,PS_195,Semi-Urban,Theft,2024-03-27,1474243.0,597,359.0,32,565.0,40.49535931322041,40.49535931322041
Goa,South Goa,PS_172,Urban,Theft,2023-01-14,4818441.0,326,,268,,6.765673793660646,6.765673793660646
Goa,South Goa,PS_322,Urban,Cyber Crime,2023-09-10,2255852.0,756,,248,508.0,33.512836835040595,33.512836835040595
Goa,South Goa,PS_243,Semi-Urban,Domestic Violence,2023-10-18,3916951.0,343,243.0,144,199.0,8.756811101287711,8.756811101287711
Goa,North Goa,PS_21,Urban,Theft,2020-04-28,5998916.0,492,421.0,449,43.0,8.201481734366675,8.201481734366675
Goa,South Goa,PS_103,Urban,Rape,2024-05-07,3899450.0,512,27.0,96,,13.130056802882457,13.130056802882457
Goa,South Goa,PS_131,Rural,Murder,2021-02-16,5092400.0,627,255.0,558,69.0,,12.312465635064017
Goa,South Goa,PS_299,Rural,Assault,2023-10-25,6716492.0,627,491.0,415,212.0,9.335230355370037,9.335230355370037
Goa,South Goa,PS_249,Urban,Robbery,2022-08-16,3845638.0,91,52.0,14,77.0,2.3663173704857297,
Goa,North Goa,PS_303,Semi-Urban,Domestic Violence,2020-02-14,3877644.0,32,9.0,3,,0.8252433694274153,0.8252433694274153
Goa,North Goa,PS_326,Urban,Fraud,2022-04-18,1453070.0,427,276.0,212,215.0,29.386058483073768,29.386058483073768
Goa,North Goa,PS_216,Semi-Urban,Kidnapping,2022-10-23,802279.0,453,381.0,310,143.0,56.464147759071345,56.464147759071345
Goa,North Goa,PS_101,Urban,Theft,2020-01-01,6177430.0,159,87.0,151,8.0,2.573885904008625,2.573885904008625
Goa,North Goa,PS_282,Urban,Theft,2015-06-24,3433276.0,17,1.0,9,8.0,0.49515389965735346,0.49515389965735346
Goa,North Goa,PS_268,Semi-Urban,Fraud,2020-03-05,2646913.0,376,6.0,11,365.0,,14.205226994615993
Goa,North Goa,PS_120,Rural,Assault,2021-12-15,6001528.0,632,77.0,56,576.0,10.530651527411019,10.530651527411019
Goa,South Goa,PS_62,Semi-Urban,Kidnapping,2017-06-26,6150108.0,416,92.0,178,238.0,,
Goa,South Goa,PS_358,Urban,Assault,2019-09-12,687164.0,663,325.0,106,557.0,96.48351776286302,96.48351776286302
Goa,North Goa,PS_276,Rural,Assault,2015-06-26,4411055.0,306,167.0,305,1.0,6.937115950719273,6.937115950719273
Goa,South Goa,PS_180,Semi-Urban,Rape,2018-10-10,844500.0,95,72.0,59,36.0,11.249259917110717,
Goa,South Goa,PS_114,Urban,Rape,2018-10-28,6097910.0,510,436.0,410,100.0,8.363521272042389,8.363521272042389
Goa,South Goa,PS_325,Urban,Fraud,2020-05-22,6778668.0,663,156.0,525,138.0,9.780682576576991,9.780682576576991
Goa,South Goa,PS_46,Semi-Urban,Theft,2019-06-26,2915467.0,355,237.0,177,178.0,12.17643691388035,12.17643691388035
Goa,South Goa,PS_304,Urban,Rape,2023-12-06,603980.0,715,354.0,219,496.0,118.38140335772708,118.38140335772708
Goa,South Goa,PS_235,Urban,Burglary,2019-04-30,4555750.0,239,23.0,89,150.0,5.246117543763376,5.246117543763376
Goa,North Goa,PS_19,Semi-Urban,Murder,2019-05-01,5567777.0,78,70.0,47,31.0,1.4009181761410343,1.4009181761410343
Goa,North Goa,PS_132,Rural,Fraud,2021-03-04,3712333.0,659,65.0,419,240.0,17.751640275805,
Goa,South Goa,PS_292,Semi-Urban,Assault,2021-09-21,5226335.0,712,266.0,595,117.0,13.623313469190169,13.623313469190169
Goa,North Goa,PS_218,Rural,Cyber Crime,2017-09-21,1619189.0,745,490.0,55,690.0,46.010688066680295,46.010688066680295
Goa,North Goa,PS_324,Urban,Burglary,2021-02-26,517680.0,315,,228,87.0,60.84840055632823,60.84840055632823
Goa,South Goa,PS_57,Semi-Urban,Burglary,2024-04-19,1967865.0,673,328.0,173,500.0,34.19950047386381,34.19950047386381
Goa,North Goa,PS_221,Semi-Urban,Assault,2020-03-13,,604,9.0,136,468.0,11.368307567679073,
Goa,South Goa,PS_81,Rural,Burglary,2024-09-22,6806303.0,527,428.0,151,376.0,7.742823086189375,7.742823086189375
Goa,North Goa,PS_119,Urban,Domestic Violence,2016-05-31,5317048.0,521,91.0,450,71.0,9.798670239576547,
Goa,South Goa,PS_144,Rural,Theft,2016-08-20,1297006.0,768,643.0,61,707.0,59.21329585213946,59.21329585213946
Goa,North Goa,PS_234,Urban,Rape,2015-01-16,5881136.0,344,251.0,176,168.0,5.849210084582299,5.849210084582299
Goa,South Goa,PS_79,Rural,Rape,2016-01-27,1797206.0,673,573.0,541,132.0,37.44701497769315,37.44701497769315
Goa,South Goa,PS_364,Urban,Robbery,2024-08-22,288270.0,714,483.0,134,580.0,247.68446248308877,247.68446248308877
Goa,North Goa,PS_183,Urban,Theft,2023-05-08,,457,58.0,190,267.0,79.25304439211008,
Goa,South Goa,PS_335,Semi-Urban,Burglary,2018-02-22,3927494.0,758,322.0,422,336.0,19.29983852298692,19.29983852298692
Goa,North Goa,PS_2,Semi-Urban,Rape,2017-06-30,4232211.0,207,,76,131.0,4.891060488241253,4.891060488241253
Goa,South Goa,PS_237,Urban,Robbery,2023-12-18,5346701.0,480,445.0,152,328.0,8.977498461200655,8.977498461200655
Goa,North Goa,PS_161,Urban,Domestic Violence,2016-09-01,1873892.0,368,,104,264.0,19.638271575949947,19.638271575949947
Goa,North Goa,PS_223,Urban,Domestic Violence,2024-05-18,805890.0,587,538.0,191,396.0,72.83872488801201,72.83872488801201
Goa,South Goa,PS_392,Urban,Murder,2022-09-27,5738946.0,242,42.0,168,74.0,4.216802179354885,4.216802179354885
Goa,North Goa,PS_277,Urban,Cyber Crime,2017-03-29,1847811.0,177,99.0,113,64.0,9.578901738327133,9.578901738327133
Goa,North Goa,PS_45,Semi-Urban,Fraud,2015-02-28,4024769.0,720,349.0,131,589.0,17.889225443745964,17.889225443745964
Goa,South Goa,PS_218,Rural,Assault,2019-11-21,4210078.0,443,384.0,420,23.0,10.522370369385081,10.522370369385081
Goa,North Goa,PS_315,Urban,Murder,2021-04-16,2391337.0,306,289.0,276,30.0,12.796188910220517,12.796188910220517
Goa,South Goa,PS_390,Urban,Robbery,2019-12-06,6523197.0,393,285.0,30,363.0,6.024653249012716,6.024653249012716
Goa,North Goa,PS_55,Semi-Urban,Cyber Crime,2020-08-07,5999364.0,262,220.0,49,213.0,4.367129582402401,4.367129582402401
Goa,North Goa,PS_102,Urban,Cyber Crime,2024-06-22,3271208.0,478,,30,448.0,14.61233892800458,14.61233892800458
Goa,North Goa,PS_205,Semi-Urban,Burglary,2017-12-31,2896768.0,497,331.0,61,436.0,17.15705227343025,
Goa,North Goa,PS_140,Urban,Domestic Violence,2022-03-09,1304626.0,506,,265,,38.785061772492654,38.785061772492654
Goa,North Goa,PS_309,Rural,Cyber Crime,2018-04-11,4331404.0,434,309.0,234,200.0,10.019845759019477,10.019845759019477
Goa,South Goa,PS_122,Semi-Urban,Assault,2020-12-06,,414,,230,184.0,34.96512355610509,34.96512355610509
Goa,North Goa,PS_27,Urban,Fraud,2017-11-06,2077397.0,105,74.0,34,71.0,5.054402215849931,5.054402215849931
Goa,South Goa,PS_107,Semi-Urban,Cyber Crime,2016-05-02,,464,77.0,129,335.0,9.056919027435242,9.056919027435242
Goa,North Goa,PS_229,Semi-Urban,Rape,2015-02-21,6336734.0,50,20.0,31,19.0,,0.789050005886313
Goa,North Goa,PS_366,Semi-Urban,Theft,2021-04-12,533195.0,351,315.0,322,29.0,65.82957454589784,65.82957454589784
Goa,South Goa,PS_136,Semi-Urban,Domestic Violence,2015-01-29,4702524.0,762,199.0,456,,16.204064030295218,16.204064030295218
Goa,North Goa,PS_232,Urban,Assault,2024-03-25,6368664.0,151,77.0,132,19.0,2.3709839300675934,2.3709839300675934
Goa,South Goa,PS_144,Semi-Urban,Kidnapping,2019-02-14,6460510.0,197,137.0,194,3.0,3.049294869909651,3.049294869909651
Goa,South Goa,PS_388,Rural,Theft,2016-03-20,5266036.0,265,,229,36.0,,5.032248165413225
Goa,South Goa,PS_395,Rural,Robbery,2024-07-12,,152,129.0,9,,13.593372157912059,
Goa,North Goa,PS_98,Rural,Cyber Crime,2015-02-01,4403713.0,284,74.0,243,41.0,,6.449103290791202
Goa,South Goa,PS_176,Urban,Burglary,2019-10-13,2635070.0,626,502.0,35,591.0,23.75648464746667,23.75648464746667
Goa,South Goa,PS_351,Urban,Rape,2018-11-04,3539946.0,369,335.0,77,292.0,10.423887822017624,10.423887822017624
Goa,South Goa,PS_28,Semi-Urban,Fraud,2024-04-01,1965609.0,280,19.0,200,80.0,14.244949020888692,14.244949020888692
Goa,North Goa,PS_354,Rural,Fraud,2015-05-26,521839.0,673,475.0,590,83.0,128.96698023719958,128.96698023719958
Goa,South Goa,PS_36,Rural,Kidnapping,2019-08-13,695444.0,456,251.0,305,151.0,65.56962170929651,
Goa,North Goa,PS_316,Rural,Assault,2016-02-09,5174241.0,314,251.0,84,,6.0685229002669185,6.0685229002669185
Goa,South Goa,PS_129,Rural,Rape,2019-06-28,5453602.0,197,127.0,39,,3.6122914726817252,3.6122914726817252
Goa,North Goa,PS_203,Semi-Urban,Assault,2021-05-29,2698990.0,484,242.0,349,135.0,17.93263405940741,
Goa,North Goa,PS_160,Rural,Fraud,2021-05-12,3538698.0,3,1.0,2,1.0,0.08477694338426167,
Goa,South Goa,PS_341,Semi-Urban,Kidnapping,2015-11-03,6899336.0,575,500.0,411,164.0,8.334135342879373,8.334135342879373
Goa,North Goa,PS_229,Urban,Fraud,2021-04-17,4119563.0,234,195.0,106,128.0,5.680214139218164,5.680214139218164
Goa,South Goa,PS_218,Urban,Fraud,2018-08-29,,362,151.0,249,113.0,7.330273787750911,7.330273787750911
Goa,South Goa,PS_31,Urban,Robbery,2019-11-05,4241423.0,188,0.0,102,86.0,,4.432474667110543
Goa,South Goa,PS_372,Rural,Burglary,2015-06-12,1483311.0,252,135.0,181,71.0,16.989019834680658,16.989019834680658
Goa,South Goa,PS_153,Semi-Urban,Cyber Crime,2023-03-09,2309929.0,524,336.0,511,13.0,22.684679918733433,22.684679918733433
Goa,South Goa,PS_238,Rural,Cyber Crime,2018-04-19,,207,43.0,145,62.0,60.14801642302361,60.14801642302361
Goa,South Goa,PS_118,Urban,Burglary,2017-04-05,4123330.0,249,181.0,215,,6.038808438810379,6.038808438810379
Goa,South Goa,PS_62,Urban,Robbery,2016-01-12,2331587.0,663,227.0,564,99.0,28.435567705601375,28.435567705601375
Goa,South Goa,PS_54,Urban,Fraud,2016-12-07,4945267.0,483,36.0,291,,9.766914506335047,9.766914506335047
Goa,North Goa,PS_259,Urban,Theft,2019-01-08,682894.0,562,419.0,424,138.0,82.29681326823783,82.29681326823783
Goa,North Goa,PS_103,Semi-Urban,Rape,2019-06-03,1259895.0,766,138.0,759,7.0,60.79871735343024,60.79871735343024
Goa,North Goa,PS_28,Urban,Domestic Violence,2020-02-15,3073600.0,393,392.0,277,116.0,12.786309213951068,12.786309213951068
Goa,South Goa,PS_227,Rural,Kidnapping,2021-07-18,3133990.0,663,,318,345.0,21.155140890685676,21.155140890685676
Goa,North Goa,PS_246,Rural,Robbery,2019-09-28,4334515.0,246,192.0,44,202.0,5.67537544569577,5.67537544569577
Goa,North Goa,PS_104,Rural,Theft,2024-05-17,5950569.0,54,15.0,35,19.0,,0.9074762430281877
Goa,North Goa,PS_322,Semi-Urban,Theft,2017-03-19,52727.0,306,,140,166.0,580.3478293853244,580.3478293853244
Goa,South Goa,PS_393,Rural,Burglary,2016-10-14,1972785.0,552,296.0,519,33.0,27.980748028801923,27.980748028801923
Goa,North Goa,PS_181,Semi-Urban,Theft,2017-04-25,1185303.0,230,21.0,87,143.0,19.404321089206725,19.404321089206725
Goa,South Goa,PS_29,Semi-Urban,Kidnapping,2020-07-19,1713264.0,320,76.0,249,71.0,18.67779863465292,18.67779863465292
Goa,North Goa,PS_116,Urban,Domestic Violence,2020-12-08,4454156.0,42,,0,42.0,0.9429395827178034,0.9429395827178034
Goa,South Goa,PS_379,Urban,Kidnapping,2022-07-03,869787.0,647,,156,491.0,74.3860278435985,74.3860278435985
Goa,North Goa,PS_71,Rural,Fraud,2024-08-13,3544011.0,669,458.0,439,,18.8769165784192,18.8769165784192
Goa,North Goa,PS_333,Rural,Fraud,2015-06-03,304740.0,263,,49,214.0,86.30307803373367,86.30307803373367
Goa,North Goa,PS_256,Rural,Burglary,2018-04-22,,182,101.0,17,165.0,3.1558158043949067,3.1558158043949067
Goa,South Goa,PS_2,Semi-Urban,Theft,2017-11-14,2755783.0,590,468.0,429,161.0,,21.409523173631595
Goa,North Goa,PS_25,Semi-Urban,Kidnapping,2017-04-19,1567465.0,456,145.0,443,13.0,,29.091558663191844
Goa,North Goa,PS_160,Rural,Theft,2022-11-17,6445451.0,619,419.0,34,585.0,9.603672419509511,9.603672419509511
Goa,North Goa,PS_179,Urban,Assault,2022-08-23,4041559.0,644,445.0,621,23.0,15.934445099032327,15.934445099032327
Goa,South Goa,PS_142,Rural,Domestic Violence,2022-03-31,3373289.0,464,421.0,217,247.0,13.755121485292248,13.755121485292248
Goa,South Goa,PS_110,Semi-Urban,Burglary,2017-01-14,2596333.0,26,14.0,2,24.0,1.001412376609626,1.001412376609626
Goa,North Goa,PS_175,Semi-Urban,Domestic Violence,2020-05-27,3295859.0,162,40.0,121,41.0,4.915258814166505,4.915258814166505
Goa,North Goa,PS_159,Semi-Urban,Cyber Crime,2018-01-04,205844.0,506,84.0,364,142.0,245.8172208079905,245.8172208079905
Goa,South Goa,PS_126,Rural,Theft,2023-08-03,4039274.0,648,,20,628.0,16.042486842932664,16.042486842932664
Goa,North Goa,PS_191,Semi-Urban,Assault,2015-03-21,,297,269.0,225,72.0,17.827430473021156,17.827430473021156
Goa,North Goa,PS_320,Urban,Assault,2022-09-24,1308570.0,587,188.0,488,,44.85812757437508,44.85812757437508
Goa,North Goa,PS_346,Urban,Cyber Crime,2020-02-15,486005.0,659,,157,502.0,135.59531280542382,135.59531280542382
Goa,South Goa,PS_276,Semi-Urban,Domestic Violence,2017-10-28,2652832.0,211,135.0,28,183.0,7.953764128297609,7.953764128297609
Goa,North Goa,PS_27,Semi-Urban,Robbery,2021-09-26,6942165.0,588,557.0,429,159.0,8.46998018629635,8.46998018629635
Goa,North Goa,PS_105,Urban,Burglary,2020-10-30,5562065.0,559,416.0,162,397.0,10.050224152360679,10.050224152360679
Goa,South Goa,PS_91,Urban,Murder,2017-10-24,5936300.0,61,4.0,39,22.0,1.0275760995906542,
Goa,South Goa,PS_260,Urban,Domestic Violence,2016-06-26,5299071.0,628,346.0,31,597.0,11.85113390630169,11.85113390630169
Goa,North Goa,PS_226,Urban,Theft,2016-01-01,4444716.0,193,64.0,150,43.0,4.342234689460474,4.342234689460474
Goa,South Goa,PS_220,Rural,Robbery,2022-02-02,4220223.0,225,,148,77.0,5.331471820327978,
Goa,North Goa,PS_57,Rural,Domestic Violence,2019-03-09,,164,123.0,23,141.0,,4.253995708133354
Goa,North Goa,PS_55,Urban,Assault,2017-01-25,544375.0,100,73.0,97,3.0,18.369690011481055,18.369690011481055
Goa,South Goa,PS_301,Rural,Burglary,2021-08-30,6779701.0,627,582.0,469,158.0,9.248195458767283,9.248195458767283
Goa,North Goa,PS_197,Urban,Kidnapping,2022-07-31,5062317.0,271,146.0,98,173.0,5.353279930909107,5.353279930909107
Goa,North Goa,PS_258,Rural,Assault,2016-05-19,900301.0,751,695.0,268,483.0,83.4165462439784,83.4165462439784
Goa,South Goa,PS_213,Urban,Theft,2023-02-13,545041.0,45,9.0,2,43.0,8.256259620835865,8.256259620835865
Goa,South Goa,PS_229,Urban,Theft,2017-02-15,3581486.0,428,252.0,146,282.0,11.950346867194233,11.950346867194233
Goa,North Goa,PS_196,Rural,Murder,2018-02-24,6794290.0,351,,173,178.0,5.166102712719063,5.166102712719063
Goa,South Goa,PS_120,Semi-Urban,Murder,2020-07-02,6835580.0,176,25.0,19,,2.57476322418873,2.57476322418873
Goa,North Goa,PS_168,Urban,Theft,2019-12-04,,102,,24,78.0,,1.7957262770914797
Goa,North Goa,PS_14,Urban,Cyber Crime,2022-08-18,2794950.0,351,119.0,224,127.0,,12.558364192561585
Goa,South Goa,PS_44,Semi-Urban,Fraud,2024-12-17,3054145.0,472,5.0,349,123.0,15.454407043542464,15.454407043542464
Goa,North Goa,PS_133,Semi-Urban,Kidnapping,2024-06-28,4030879.0,68,22.0,38,30.0,1.6869769596160045,1.6869769596160045
Goa,South Goa,PS_118,Urban,Kidnapping,2020-03-22,1212737.0,122,,103,19.0,10.059889324725805,10.059889324725805
Goa,North Goa,PS_398,Urban,Domestic Violence,2015-05-30,6563036.0,755,455.0,655,100.0,11.503822316379187,11.503822316379187
Goa,South Goa,PS_186,Urban,Rape,2021-11-03,4227732.0,412,14.0,314,98.0,9.745177792726691,9.745177792726691
Goa,South Goa,PS_198,Urban,Burglary,2018-04-17,3591258.0,455,29.0,314,141.0,12.669655034531075,12.669655034531075
Goa,North Goa,PS_243,Urban,Domestic Violence,2021-08-24,5731412.0,517,150.0,453,64.0,9.020464765052662,9.020464765052662
Goa,North Goa,PS_143,Rural,Robbery,2016-03-22,,64,55.0,50,14.0,1.438656798080472,1.438656798080472
Goa,South Goa,PS_207,Semi-Urban,Rape,2018-08-05,1354203.0,735,184.0,702,33.0,54.27546682439782,54.27546682439782
Goa,North Goa,PS_282,Semi-Urban,Theft,2018-10-03,3556561.0,662,277.0,539,123.0,18.61348645503339,18.61348645503339
Goa,North Goa,PS_172,Semi-Urban,Rape,2023-10-31,1514249.0,611,516.0,77,534.0,40.3500349017896,
Goa,North Goa,PS_32,Rural,Assault,2017-07-24,1749313.0,25,24.0,20,5.0,1.4291324651448882,1.4291324651448882
Goa,South Goa,PS_77,Urban,Murder,2020-09-20,5895282.0,501,180.0,168,333.0,8.498321199901888,8.498321199901888
Goa,South Goa,PS_8,Semi-Urban,Fraud,2019-12-20,3834532.0,600,328.0,558,42.0,15.647281076282583,15.647281076282583
